fid,id,Z,Y,X
0,313,0,5860122.745928993,495484.2182812895
0,314,0,5860194.957085107,495661.81953443104
0,315,0,5860297.184502248,495833.798142595
0,316,0,5860377.58846196,496010.0939232808
0,317,0,5860499.505492298,496175.5557066263
0,318,0,5860662.027791104,496321.2624761711
0,319,0,5860679.80902652,496503.29009836743
0,320,0,5860760.2827779455,496675.6923977724
0,321,0,5860851.006338266,496847.36513434775
0,322,0,5860949.792767872,497020.1451647796
0,323,0,5861005.9074018225,497199.83481202583
0,324,0,5861151.138329543,497351.0674895961
0,325,0,5861420.065304498,497312.10821052
0,326,0,5861654.756957428,497401.3095476255
0,327,0,5861890.1783460975,497298.65678003797
0,328,0,5861991.9678127235,497128.87729541864
0,329,0,5862183.867436206,497086.6521283268
0,330,0,5862279.616874371,497127.728569381
0,331,0,5862204.652867494,497266.6294502445
0,332,0,5861950.028367969,497329.766550247
0,333,0,5861798.352442299,497477.78455809277
0,334,0,5861569.760479139,497551.5554783377
0,335,0,5861335.072167299,497457.881636108
0,336,0,5861087.253554355,497481.8460555524
0,337,0,5860953.159028658,497644.3200450054
0,338,0,5860932.965139843,497823.3105827007
0,339,0,5860855.35277353,497994.589193273
0,340,0,5860737.183306828,498157.6198092005
0,341,0,5860746.999579914,498340.3801048184
0,342,0,5860786.048159124,498519.12814748014
0,343,0,5860917.337855246,498683.7178367495
0,344,0,5860988.010755019,498854.92979840655
0,345,0,5861026.297897265,499034.7587388731
0,346,0,5861034.075437398,499217.5433686944
0,347,0,5861026.202019683,499399.3496268072
0,348,0,5861095.64119253,499571.3468949176
0,349,0,5861201.548114996,499741.96391611977
0,350,0,5861270.935643787,499919.68876299646
0,351,0,5861322.262078269,500099.76016446075
0,352,0,5861363.327098918,500280.89757582004
0,353,0,5861381.058793568,500463.34230459895
0,354,0,5861395.784522315,500645.9549617475
0,355,0,5861408.976425492,500828.60881409096
0,356,0,5861421.570056218,501011.2783111731
0,357,0,5861434.17059337,501193.94685800787
0,358,0,5861466.504029105,501374.11813265044
0,359,0,5861575.945720065,501544.5271503113
0,360,0,5861679.911681368,501716.13652102894
0,361,0,5861779.102569467,501888.7974227609
0,362,0,5861886.199803704,502059.7322791178
0,363,0,5861972.663208825,502232.851312047
0,364,0,5862129.278405338,502389.1769969652
0,365,0,5862295.800129169,502541.5572263881
0,366,0,5862470.976267704,502690.4889998802
0,367,0,5862562.698840307,502851.46083978727
0,368,0,5862445.648940678,503020.0434276664
0,369,0,5862328.604943286,503188.634187455
0,370,0,5862211.56684831,503357.2331188925
0,371,0,5862094.534655935,503525.8402217192
0,372,0,5861977.508366345,503694.4554956746
0,373,0,5861860.487979719,503863.078940501
0,374,0,5861703.414182179,503996.74074043887
0,375,0,5861470.125419932,503887.6578677798
0,376,0,5861277.874776822,503746.9181612338
0,377,0,5861052.087431974,503625.4146279759
0,378,0,5860813.204238949,503517.7465843737
0,379,0,5860525.425630411,503461.7588624388
0,380,0,5860256.660234959,503380.0726087901
0,381,0,5859960.898858653,503345.12018389127
0,382,0,5859662.876838911,503314.5403793815
0,383,0,5859381.3035165975,503251.0179391746
0,384,0,5859125.46741226,503157.558487693
0,385,0,5858838.483203525,503137.3351594627
0,386,0,5858539.477540134,503156.2221597119
0,387,0,5858286.24354751,503211.3924193448
0,388,0,5858189.635160631,503378.86771972204
0,389,0,5858165.232282288,503560.53322347155
0,390,0,5858019.367961105,503713.6969921675
0,391,0,5857751.455296051,503787.0891610009
0,392,0,5857532.5757062,503865.2461703813
0,393,0,5857549.67343134,503750.8202066347
0,394,0,5857821.135317012,503719.569558233
0,395,0,5858039.3391804835,503628.0350046961
0,396,0,5858103.578848084,503459.9652395829
0,397,0,5858132.79384685,503280.7879804249
0,398,0,5858158.402294583,503110.2944569325
0,399,0,5858257.281089082,502953.9942394157
0,400,0,5858193.983924949,502780.6897906212
0,401,0,5857969.55807336,502668.08498742915
0,402,0,5857744.047517091,502560.0632224856
0,403,0,5857737.371950932,502480.2728416829
0,404,0,5857868.787327536,502423.800975827
0,405,0,5857821.510769799,502245.9678442292
0,406,0,5857746.783680469,502069.85963283194
0,407,0,5857615.60058272,501905.0465964101
0,408,0,5857477.545926806,501742.44861348596
0,409,0,5857390.422644316,501568.8601503618
0,410,0,5857285.032922192,501403.77770467475
0,411,0,5857146.583392526,501241.12255037564
0,412,0,5857003.870084126,501081.74488008505
0,413,0,5856923.462509602,500905.6074991509
0,414,0,5856851.55088917,500728.2504242186
0,415,0,5856755.586318522,500555.4002835689
0,416,0,5856556.373311912,500423.333939266
0,417,0,5856293.995793846,500411.0699765566
0,418,0,5856364.6497030435,500398.4510260496
0,419,0,5856545.730363572,500284.0661797908
0,420,0,5856384.282325377,500147.32364066533
0,421,0,5856201.205215826,500018.87159734836
0,422,0,5856339.77893035,499990.7706498914
0,423,0,5856437.4159571985,499832.2610713386
0,424,0,5856493.886424095,499659.84566831327
0,425,0,5856485.540459558,499476.9126681557
0,426,0,5856476.00739687,499293.9865594486
0,427,0,5856421.248521636,499116.5498810701
0,428,0,5856376.706505586,498935.55171714997
0,429,0,5856308.283044374,498757.6524194194
0,430,0,5856242.638391871,498579.42137308104
0,431,0,5856196.554811772,498399.1818094661
0,432,0,5856081.707369581,498243.17653859116
0,433,0,5855941.211343713,498081.067215883
0,434,0,5855792.835240344,497921.6800225313
0,435,0,5855679.494905915,497752.28864956356
0,436,0,5855573.112261228,497591.3848046163
0,437,0,5855462.327870926,497423.8577549991
0,438,0,5855404.295088959,497251.9982788381
0,439,0,5855231.563647717,497105.59820902854
0,440,0,5855063.842472225,496953.6465813413
0,441,0,5854848.174949515,496827.2620074719
0,442,0,5854666.855162364,496682.1517656357
0,443,0,5854481.416430335,496538.7198449362
0,444,0,5854265.303225633,496410.7810382198
0,445,0,5854024.727501326,496300.2376828133
0,446,0,5853802.214558289,496177.3304773447
0,447,0,5853629.243214936,496035.7378320075
0,448,0,5853452.884457313,495887.9679043529
0,449,0,5853358.942080183,495716.96901032445
0,450,0,5853306.003391034,495541.82256267767
0,451,0,5853306.733291394,495358.712161243
0,452,0,5853216.737624326,495192.1057291601
0,453,0,5853130.976655643,495017.9239385342
0,454,0,5852925.877540536,494900.6751176431
0,455,0,5852667.691221842,494828.2846982519
0,456,0,5852430.008505871,494716.45467024815
0,457,0,5852330.432957779,494547.2328477202
0,458,0,5852206.101129768,494380.26305971324
0,459,0,5852101.493506747,494215.8000528656
0,460,0,5851999.853228021,494044.8598529898
0,461,0,5851938.620799036,493865.66950826236
0,462,0,5851841.842191741,493692.03761863796
0,463,0,5851732.056159929,493522.0153160096
0,464,0,5851638.4224664625,493349.4011554502
0,465,0,5851532.214844012,493178.699397647
0,466,0,5851435.014663229,493007.2995338529
0,467,0,5851194.189725393,492931.0465258107
0,468,0,5850923.022342946,492889.75934691186
0,469,0,5850632.958481038,492845.8423049747
0,470,0,5850332.745749356,492823.73173888866
0,471,0,5850077.136755753,492740.2198331855
0,472,0,5849877.235778833,492604.03208412294
0,473,0,5849762.250322422,492438.9985431385
0,474,0,5849644.4492614195,492270.41242046753
0,475,0,5849431.471644256,492167.4470815459
0,476,0,5849260.12183208,492018.93481837993
0,477,0,5849170.202865733,491846.16030607146
0,478,0,5849156.6318531055,491663.2741918858
0,479,0,5849175.120793772,491481.06647749455
0,480,0,5849174.551572315,491297.7730316668
0,481,0,5849055.436473845,491138.7352119672
0,482,0,5848756.464876534,491127.21438769076
0,483,0,5848520.410161324,491071.6761564937
0,484,0,5848334.312675398,490931.25989895593
0,485,0,5848237.906623735,490757.56108294753
0,486,0,5848135.893162744,490586.1264552722
0,487,0,5848104.005720747,490403.93595127045
0,488,0,5848104.371721502,490220.60279527964
0,489,0,5848137.924249855,490039.20330073696
0,490,0,5848119.861034733,489858.5168516427
0,491,0,5847885.592358134,489779.98511477147
0,492,0,5847661.629006918,489894.5962888527
0,493,0,5847398.887085932,489874.0897835368
0,494,0,5847261.418006437,489719.79932789126
0,495,0,5847180.381344697,489549.96939332737
0,496,0,5846993.900231816,489434.85758560663
0,497,0,5846809.815738303,489489.0399719421
0,498,0,5846610.091327939,489620.5014587803
0,499,0,5846376.124485524,489598.7540548901
