date,volume_mcm,area_km2,precipitation_volume_mcm,evaporation_volume_mcm,delta_volume_mcm,runoff_volume_mcm,temp_C,residual_mcm
2025-11-20,206.69950270748612,66.7888432534019,0.0,0.016896075044432045,-0.02088352627004042,0.0,,-0.003987451225608375
2025-11-21,206.6826066324417,66.78812723351456,0.0,0.02238039207219155,-0.01689607504442847,0.0,,0.005484317027763079
2025-11-22,206.6602262403695,66.78717879988322,0.0,0.027678788763238298,-0.022380392072193445,0.0,,0.005298396691044854
2025-11-23,206.63254745160626,66.78590346823819,0.0,0.02416915728230988,-0.02767878876323948,0.0,,-0.003509631480929601
2025-11-24,206.60837829432396,66.78473564503672,0.0,0.022701191917186253,-0.024169157282301512,0.0,,-0.001467965365115259
2025-11-25,206.58567710240678,66.78363875207053,0.0,0.02406599074116828,-0.022701191917178676,0.0,,0.0013647988239896026
2025-11-26,206.5616111116656,66.78247591374623,0.0,0.02143805565828903,-0.02406599074117821,0.0,,-0.002627935082889183
2025-11-27,206.54017305600732,66.78144005393119,0.0,0.027702955390925606,-0.02143805565827961,0.0,,0.006264899732645997
2025-11-28,206.51247010061638,66.7801014820614,0.0,0.021937257321128854,-0.027702955390935813,0.0,,-0.0057656980698069585
2025-11-29,206.49053284329526,66.77904150145153,0.0,0.01398835663763157,-0.02193725732112739,0.0,,-0.00794890068349582
2025-11-30,206.47654448665762,66.77836560169877,0.0,0.013888525288869018,-0.013988356637639754,0.0,,-9.983134877073613e-05
2025-12-01,206.46265596136874,66.77769452567087,0.0,0.014923461646078941,-0.013888525288876963,0.0,,0.0010349363572019783
2025-12-02,206.44773249972266,66.7769734428233,0.0,0.017170810812781274,-0.014923461646077385,0.0,,0.0022473491667038895
2025-12-03,206.43056168890988,66.776143770898,0.0,0.01724921588179553,-0.01717081081278593,0.0,,7.840506900960026e-05
2025-12-04,206.41331247302807,66.77531031053866,0.0,0.015529347238479064,-0.017249215881804503,0.0,,-0.0017198686433254392
2025-12-05,206.3977831257896,66.77455995206331,0.0,0.015994536160494965,-0.015529347238469882,0.0,,0.0004651889220250831
2025-12-06,206.3817885896291,66.77378711624588,0.0,0.017467437193150307,-0.01599453616049118,0.0,,0.0014729010326591276
2025-12-07,206.36432115243596,66.77294311170795,0.0,0.012473188733532283,-0.01746743719314736,0.0,,-0.004994248459615078
2025-12-08,206.35184796370243,66.7723404229576,0.0,0.013916852501173084,-0.0124731887335372,0.0,,0.001443663767635885
2025-12-09,206.33793111120124,66.77166797819454,0.0,0.013373947760729858,-0.013916852501182575,0.0,,-0.0005429047404527168
2025-12-10,206.32455716344052,66.7710217659039,0.0,0.013235930909658878,-0.013373947760726423,0.0,,-0.00013801685106754578
2025-12-11,206.31132123253084,66.77038222241346,0.0,0.018386386986667787,-0.013235930909672788,0.0,,0.005150456076994998
2025-12-12,206.29293484554418,66.76949381538034,0.0,0.021623741102983252,-0.01838638698666273,0.0,,0.003237354116320524
2025-12-13,206.2713111044412,66.76844898347878,0.0,0.019797909247578068,-0.02162374110298515,0.0,,-0.001825831855407082
2025-12-14,206.2515131951936,66.76749237347,0.0,0.01768253170653109,-0.019797909247586176,0.0,,-0.0021153775410550878
2025-12-15,206.23383066348708,66.76663797583643,0.0,0.02007125436070168,-0.01768253170652656,0.0,,0.0023887226541751197
2025-12-16,206.21375940912637,66.76566815813649,0.0,0.018692696193608218,-0.02007125436071533,0.0,,-0.0013785581671071113
2025-12-17,206.19506671293277,66.76476495062876,0.0,0.019471026149013016,-0.018692696193596703,0.0,,0.0007783299554163133
