date,area_km2,volume_mcm,evaporation_mm,precipitation_mm,delta_volume_mcm,precipitation_volume_mcm,evaporation_volume_mcm,residual_mcm,predicted,runoff_volume_mcm,temp_C
2025-07-20,67.3420684187919,220.97714698742195,,,2.218331463623201,0.4431670245259998,0.18178189231360722,1.9569463314108086,True,0.0,
2025-07-21,67.3514211908236,221.23853211963433,,,0.26138513221238213,0.10838618405643835,0.16135093845833537,0.31434988661427915,True,0.0,
2025-07-22,67.34952602842685,221.18556736523243,,,-0.05296475440189852,0.0378495295818181,0.18565247902764845,0.09483819504393183,True,0.0,
2025-07-23,67.34423740592534,221.0377644157866,,,-0.1478029494458326,1.9036478380202153,0.17106386104554563,-1.8803869264205022,True,0.0,
2025-07-24,67.40623199155945,222.77034839276126,,,1.7325839769746665,1.9562118914534081,0.13762507192961207,-0.08600284254912957,True,0.0,
2025-07-25,67.4713038944596,224.58893521228507,,,1.8185868195238015,0.3067015518939372,0.11254531489466173,1.6244305825245262,True,0.0,
2025-07-26,67.47825111065288,224.78309144928434,,,0.19415623699927664,4.804204156217572,0.14970753403225207,-4.460340385186043,True,0.0,
2025-07-27,67.6345473591665,229.43758807146966,,,4.65449662218532,1.1113107248489458,0.1277787525087331,3.6709646498451076,True,0.0,
2025-07-28,67.6645965203539,230.42112004380988,,,0.9835319723402165,1.4266756573090345,0.14461620345022716,-0.29852748151859076,True,0.0,
2025-07-29,67.70278159217837,231.70317949766869,,,1.2820594538588068,2.199489827232869,0.15880800166603096,-0.7586223717080314,True,0.0,
2025-07-30,67.76356159878854,233.74386132323554,,,2.0406818255668497,1.2155613824427416,0.15699959852474155,0.9821200416488497,True,0.0,
2025-07-31,67.7943104695486,234.80242310715352,,,1.0585617839179804,1.0370151750633951,0.17682093991376394,0.1983675487683492,True,0.0,
2025-08-01,67.81866047021309,235.66261734230315,,,0.8601942351496348,0.9833714408278241,0.19621303489402667,0.07303582921583732,True,0.0,
2025-08-02,67.84094300469695,236.44977574823696,,,0.787158405933809,0.981292476225471,0.16963693694466542,-0.024497133346996547,True,0.0,
2025-08-03,67.86391899327398,237.26143128751775,,,0.8116555392807925,0.09619935153111935,0.1725502312137972,0.8880064189634703,True,0.0,
2025-08-04,67.86175768610052,237.18508040783507,,,-0.0763508796826784,0.2083714222088396,0.16842308411132378,-0.11629921778019425,True,0.0,
